ref_id,app,page,relpath,version,source_type,source_url,confidence,coverage,use,limitations,capture_date,pixel_size,sha256,file_size_kb
DY-LIVE-01,抖音,直播页面,apps/douyin/raw/DY-LIVE-01__DOUYIN_39.6.0_04_live_page.png,抖音 39.6.0,近期公开iPhone宣传/实拍,https://img.ddooo.com/uppic/20250312/a566803bb6943e19fdc3ed4223f9a52b.png,中,direct_real,直播顶栏、互动、评论和礼物入口,,2026-07-16,480x853,cf61dc3b8563b953c66bf46521d00683dc99aaf2b995bc11539fc444d4a5d3ec,172.8
DY-CHALLENGE-01,抖音,挑战/活动入口,apps/douyin/raw/DY-CHALLENGE-01__DOUYIN_39.6.0_01_challenge.jpeg,抖音 39.6.0,近期公开截图,来源页面未保留【未经验证】,中低,direct_real,活动页的视觉密度和导航,,2026-07-16,480x800,db6a056382d857cd8385baa75a86e3c24491f6487ebf48133b580f08003be737,63.9
DY-SEARCH-01,抖音,搜索页面,apps/douyin/raw/DY-SEARCH-01__DOUYIN_39.6.0_03_search.jpeg,抖音 39.6.0,近期公开截图,来源页面未保留【未经验证】,中低,direct_real,搜索框、热榜/结果和底部栏,,2026-07-16,480x800,f6543563fca16ff0f0a9108b2e888fb83edb0698a94d1356a5f3224b20c418c2,51.7
ZH-HOME-01,知乎,首页/回答页,apps/zhihu/raw/ZH-HOME-01__ZHIHU_11.1.0_01_home_or_answer.jpg,知乎 11.1.0【未经验证：截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260715/9252e4e9a255a0d7d0815dd6f84f4acc.jpg,中,direct_real,问题标题、回答正文、赞同/评论/收藏,,2026-07-16,480x1038,69ff17837be2087a36619d1398e5fb12ed21b3b872af0889c93c2755168f7abb,102.4
ZH-AI-01,知乎,AI对话,apps/zhihu/raw/ZH-AI-01__ZHIHU_11.1.0_02_ai_chat.jpg,知乎 11.1.0【未经验证：截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260715/cabaa3276f692177d86ae6ddbf65598a.jpg,中,direct_real,AI入口、对话卡和底部输入,,2026-07-16,480x1038,1d0695bf33ccac4510370c16363b7f923b29468d8b8818a4e5be65a39e90e3ad,91.3
ZH-PROFILE-01,知乎,个人主页,apps/zhihu/raw/ZH-PROFILE-01__ZHIHU_11.1.0_03_profile.jpg,知乎 11.1.0【未经验证：截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260715/3ed15d0c251bb6ac0060fbf1ae26c5af.jpg,中,direct_real,头像、昵称、关注、内容标签与底部栏,,2026-07-16,480x1038,ba06383463aed709947f344778d0f12f00581d0b036c99bb36501866b3b7bae1,121.9
ZH-KANSHAN-01,知乎,AI看山模块,apps/zhihu/raw/ZH-KANSHAN-01__ZHIHU_11.1.0_01_kanshan.png,知乎 11.1.0【未经验证】,近期公开截图,来源页面未保留【未经验证】,中低,direct_real,AI模块、卡片和导航,,2026-07-16,1080x1920,5bb365c6f9f050fb853ed67aac4911a505b69f79f185fc9dd18e7bf2c9db5a9a,91.2
ZH-IDEAS-01,知乎,想法流,apps/zhihu/raw/ZH-IDEAS-01__ZHIHU_11.1.0_02_ideas.png,知乎 11.1.0【未经验证】,近期公开截图,来源页面未保留【未经验证】,中低,direct_real,信息流卡片与互动行,,2026-07-16,1080x1920,9ff72b943e706512cb4db5d9a64dae535c8866ce1cf686c4fd998e116747cf8a,73.9
TB-FEED-01,百度贴吧,推荐信息流,apps/tieba/raw/TB-FEED-01__TIEBA_22.7.3_05_feed.jpg,百度贴吧 22.7.3/22.8.1参考混合【未经验证】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260616/da20cde078a2e3b82acd70bc48f932c4.jpg,中,direct_real,吧/帖子流、头像、热度、底部导航,,2026-07-16,480x853,c4cc7dacf03751933e435d0b799766070db2500af60ea841bbb489a72e28922b,124.0
TB-POST-01,百度贴吧,帖子或个人页,apps/tieba/raw/TB-POST-01__TIEBA_22.7.3_02_post_or_profile.jpg,百度贴吧 22.7.3/22.8.1参考混合【未经验证】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260616/8d1f64e231b5a176719fcd6156c19315.jpg,中,direct_real,楼层、用户信息、回复与底部输入,,2026-07-16,480x853,7dc276b56ccaa7c8b4050205539d4eac411b55c4e47af6446e5b608cbd259a61,120.5
TB-INTERACT-01,百度贴吧,帖子互动页,apps/tieba/raw/TB-INTERACT-01__TIEBA_22.8.1_02_post_interaction.png,百度贴吧 22.8.1【未经验证】,近期公开截图,来源页面未保留【未经验证】,中低,direct_real,回复、互动和帖子操作,,2026-07-16,1080x1920,33676dcb1eedd81353fa38240f4e48bf3dcaf2090af3977518449c46b864dbf1,166.6
TB-AI-01,百度贴吧,AI广场,apps/tieba/raw/TB-AI-01__TIEBA_22.8.1_03_ai_square.png,百度贴吧 22.8.1【未经验证】,近期公开截图,来源页面未保留【未经验证】,中低,direct_real,AI入口和内容卡片,,2026-07-16,1080x1920,024dd73e6f70a1e4c1c0e67afc0d052d43f3a81515412905cf955c05f819b940,206.9
TT-HOT-01,今日头条,热榜,apps/toutiao/raw/TT-HOT-01__TOUTIAO_17.6.0_01_hot_rank.png,今日头条 17.6.0【未经验证】,近期公开iPhone截图,来源页面未保留【未经验证】,中,direct_real,频道、热榜条目、搜索和底部栏,,2026-07-16,1080x1920,1a632047028d60840d1a11566b4ecff5ae9b6443217f934a38a123bb60a24a48,100.1
TT-FEED-01,今日头条,新闻信息流,apps/toutiao/raw/TT-FEED-01__TOUTIAO_17.6.0_02_feed.png,今日头条 17.6.0【未经验证】,近期公开iPhone截图,来源页面未保留【未经验证】,中,direct_real,标题、摘要、图片、来源和频道栏,,2026-07-16,1080x1920,9697ebcd0855b1570cffeb8e4f0120a050ca8d2487d49111812d9f6c19af4dab,150.3
TT-AI-01,今日头条,AI搜索,apps/toutiao/raw/TT-AI-01__TOUTIAO_17.6.0_03_ai_search.png,今日头条 17.6.0【未经验证】,近期公开iPhone截图,来源页面未保留【未经验证】,中,direct_real,AI搜索页、输入区和结果卡,,2026-07-16,1080x1920,d67cd0c71b531ae28af90caed75f823fb92562a5e25deccd8fb06cd1c79e015c,102.5
MAP-HOME-01,百度地图,地图首页,apps/baidu_map/raw/MAP-HOME-01__BAIDUMAP_2025_01_interface.jpg,百度地图近期版本【未经验证】,近期公开iPhone截图,来源页面未保留【未经验证】,中,direct_real,地图画布、搜索框、定位按钮、底部功能,,2026-07-16,292x632,db09d7650d6ca679cf418ddba5d7fe9486b0bc009d9ddf3a81b02c939e1fb809,56.6
MAP-SEARCH-01,百度地图,搜索结果,apps/baidu_map/raw/MAP-SEARCH-01__BAIDUMAP_2025_02_search.jpg,百度地图近期版本【未经验证】,近期公开iPhone截图,来源页面未保留【未经验证】,中,direct_real,搜索、地点列表和底部卡片,,2026-07-16,292x632,4af25c8a9e0f4f4f39fba5cf5f7b2e27428fb74514f51e53e20ae64392c544c5,61.6
MAP-FAV-01,百度地图,收藏地点,apps/baidu_map/raw/MAP-FAV-01__BAIDUMAP_2025_03_favorite.jpg,百度地图近期版本【未经验证】,近期公开iPhone截图,来源页面未保留【未经验证】,中,direct_real,收藏、家/公司、地点卡和列表,,2026-07-16,292x632,ff4748ce05a892c847115cf68f27229d7fcb94692e5d37ab36a93813ac8bf9c7,120.3
ALI-AI-01,支付宝,AI生活助手,apps/alipay/raw/ALI-AI-01__ALIPAY_12.12.6_01_ai_assistant.jpg,支付宝 12.12.6【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260630/7f26f8ddf8cfcea2f823f81d771803bb.jpg,中,direct_real,AI入口、服务卡和底部导航,,2026-07-16,480x853,4e3f7285ef2ba5fda825a26c92c66d615c8e6f9605cffad838dc0866fa7b0f24,76.7
ALI-PAY-01,支付宝,支付页面,apps/alipay/raw/ALI-PAY-01__ALIPAY_12.12.6_03_payment.jpg,支付宝 12.12.6【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260630/a388c13e2ab1309d8245f0f63debf0a5.jpg,中,direct_real,支付码/付款、功能入口和蓝色品牌层级,,2026-07-16,480x853,b22e4b40f54940eb99723a87aa1c9cb5251f4fdc5e7dd526ce5e4b34bbb4a4f7,74.0
ALI-ELDER-01,支付宝,长辈模式首页,apps/alipay/raw/ALI-ELDER-01__ALIPAY_12.12.6_04_elder_home.jpg,支付宝 12.12.6【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260630/0fdd7b0b290aae2c531cf3c3ccd1fda4.jpg,中,direct_real,大字号首页、服务入口和底部导航,,2026-07-16,480x853,8fdba5f4edb2d3a5278d3e38a11f12f5622167d687ce48f9e2741a35cfddd2f4,83.6
ALI-AGENT-01,支付宝,蚂蚁阿宝/智能体,apps/alipay/raw/ALI-AGENT-01__ALIPAY_2026_07_08_01_agent.png,支付宝 2026-07近期【未经验证】,近期公开截图,来源页面未保留【未经验证】,中低,direct_real,智能体卡片与服务入口,,2026-07-16,1080x1920,caf48869711fdbfc089ff6dc3154b617a053f303a3dbfca677fdf71844dc6f31,104.8
MT-HOME-01,美团,首页与频道,apps/meituan/raw/MT-HOME-01__MEITUAN_12.61.202_01_overview.jpg,美团 12.61.202【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260611/6754b534f36c151b220d2c2fa4589f6b.jpg,中,direct_real,黄色品牌、频道入口、卡片与底部栏,,2026-07-16,480x853,2e58ecc37f8f2087b4ed2c2f27fa0644515bc00bced2866df2efe8661c929cd6,177.1
MT-SEARCH-01,美团,团购搜索,apps/meituan/raw/MT-SEARCH-01__MEITUAN_12.61.202_03_groupbuy_search.jpg,美团 12.61.202【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260611/8c88d9a6133c42550ce01dbb3ad67507.jpg,中,direct_real,搜索框、筛选、商户卡和价格信息,,2026-07-16,480x853,312b25938ededa9182c7da744890ed6d0fa27f01e8f84a899d83da3ba09fcfd5,131.8
MT-DELIVERY-01,美团,外卖页面,apps/meituan/raw/MT-DELIVERY-01__MEITUAN_12.61.202_04_delivery.jpg,美团 12.61.202【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260611/234a40ee40c1ebdb63006e1411bf6382.jpg,中,direct_real,外卖频道、商户列表、配送和优惠信息,,2026-07-16,480x853,d632c836af9902f9ada8683260fd77d59fd809c659144434301287f66d9e76c9,134.9
TBao-HOME-01,淘宝,首页,apps/taobao/raw/TBao-HOME-01__TAOBAO_10.64.0_01_home.jpg,淘宝 10.64.0【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260707/828959d01c9b448cc7ebac87bb4cfa0d.jpg,中,direct_real,首页搜索、频道入口、商品流和底部栏,,2026-07-16,480x1040,1dffacf95d8ae3eb002bdec26da7a3ed166212df2eb400174c198fecfacd244c,188.0
TBao-SEARCH-01,淘宝,搜索结果,apps/taobao/raw/TBao-SEARCH-01__TAOBAO_10.64.0_02_search.jpg,淘宝 10.64.0【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260707/8cec11c84cf7bcacfa403c6b6c63350d.jpg,中,direct_real,搜索框、筛选、商品卡和价格,,2026-07-16,480x1040,1a6cb607510cde11619f374577df545ffc425ed20c8e51e30f3ddd9866bc49cb,172.1
TBao-FLASH-01,淘宝,闪购/即时零售,apps/taobao/raw/TBao-FLASH-01__TAOBAO_10.64.0_03_flash_delivery.jpg,淘宝 10.64.0【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260707/ba8c5544c81181d0930ea87252e607f4.jpg,中,direct_real,即时零售频道、分类和商品卡,,2026-07-16,480x1040,e057a82a4fd69045abd31b3e78efb4508cdd3c88bfb2f7ed1c86fc0317929d6f,158.5
NCM-HOME-01,网易云音乐,首页,apps/netease_music/raw/NCM-HOME-01__NETEASE_9.5.45_01_home.jpg,网易云音乐 9.5.45【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260611/d2df914e4b5e649c3a45936bc4420e4b.jpg,中,direct_real,首页、推荐卡、导航和播放条,,2026-07-16,480x800,b37e69a197bd1344fd214b67627a010d0ce65f452a26f90f4c3159aeb6af719c,83.7
